city,locality,bedrooms,bathrooms,sqft_living,sqft_lot,floors,year_built,year_renovated,property_type,parking,facing,lift,furnishing,nearby_schools,nearby_hospitals,society,balcony,garden,price
Bengaluru,HSR Layout,1,4,4670,7789,3,1964,1983,Independent House,3,South,No,Furnished,5,3,HSR Layout Enclave,2,Yes,42415000
Pune,Kothrud,1,2,2372,6949,2,1989,2011,Builder Floor,1,West,No,Furnished,6,2,Kothrud Enclave,0,Yes,20437000
Bengaluru,Koramangala,2,4,2898,9601,3,2002,2002,Villa,0,West,No,Unfurnished,6,2,Koramangala Villa,0,Yes,26412000
Bengaluru,HSR Layout,1,3,3747,8729,3,2020,2024,Villa,3,North,Yes,Unfurnished,10,1,HSR Layout Villa,1,Yes,34013000
Chennai,Velachery,3,3,973,2838,1,1981,2013,Apartment,3,East,No,Semi-Furnished,2,2,Velachery Residency,2,No,8074000
Delhi,Dwarka,4,3,1790,5063,2,2023,2023,Builder Floor,0,South,Yes,Semi-Furnished,3,2,Dwarka Residency,0,No,18255000
Pune,Baner,5,3,1522,3031,2,1971,2006,Builder Floor,0,West,No,Unfurnished,7,0,Baner Residency,1,Yes,13382000
Bengaluru,Indiranagar,4,4,1366,8482,1,1977,1994,Apartment,3,South,No,Furnished,0,2,Indiranagar Enclave,1,No,12724000
Delhi,Saket,5,4,1002,1221,2,1967,2021,Villa,3,South,No,Unfurnished,6,5,Saket Enclave,0,Yes,10480000
Pune,Kothrud,1,3,2223,6130,2,1955,0,Villa,3,East,No,Unfurnished,5,1,Kothrud Heights,1,No,19090500
Delhi,Lajpat Nagar,4,3,4134,5264,1,1990,2022,Independent House,1,East,Yes,Semi-Furnished,0,1,Lajpat Nagar Villa,2,No,41705000
Chennai,Adyar,3,3,4535,7149,2,1971,1990,Independent House,1,West,Yes,Furnished,2,0,Adyar Residency,1,Yes,36725000
Chennai,Adyar,2,4,3875,4875,2,1955,2010,Villa,3,West,No,Furnished,2,0,Adyar Enclave,0,Yes,31385000
Bengaluru,Koramangala,2,3,4914,9761,1,2024,0,Apartment,3,North,Yes,Semi-Furnished,10,0,Koramangala Enclave,0,No,44461000
Mumbai,Borivali,3,1,2950,4259,1,1960,2017,Independent House,3,East,Yes,Semi-Furnished,0,5,Borivali Villa,2,Yes,35705000
Delhi,Dwarka,3,3,754,1962,3,1998,1999,Independent House,2,South,Yes,Semi-Furnished,1,0,Dwarka Residency,1,No,7880000
Chennai,Adyar,2,1,2745,6816,2,1989,1996,Villa,0,East,Yes,Semi-Furnished,7,3,Adyar Villa,2,No,22185000
Mumbai,Borivali,3,2,3856,9072,2,1961,1965,Villa,3,South,Yes,Semi-Furnished,8,5,Borivali Heights,2,No,46577000
Chennai,T Nagar,4,3,1517,3660,3,1988,2002,Independent House,2,North,Yes,Furnished,8,0,T Nagar Villa,3,Yes,12681000
Chennai,Perambur,3,3,2387,7233,1,2014,0,Builder Floor,3,South,Yes,Semi-Furnished,0,0,Perambur Villa,2,No,19411000
Pune,Baner,4,3,3096,9781,1,1977,1987,Builder Floor,2,North,No,Unfurnished,0,0,Baner Villa,0,Yes,26676000
Delhi,Vasant Kunj,4,4,4287,6817,3,1996,2017,Independent House,2,North,Yes,Furnished,0,1,Vasant Kunj Heights,0,Yes,43400000
Mumbai,Bandra,4,2,2280,5899,3,2018,2020,Builder Floor,2,West,Yes,Semi-Furnished,6,0,Bandra Heights,1,Yes,27770000
Chennai,Anna Nagar,4,1,3982,8826,1,1975,1992,Independent House,0,East,Yes,Furnished,10,5,Anna Nagar Villa,3,No,32251000
Pune,Aundh,5,3,603,8640,2,2012,2019,Independent House,1,North,Yes,Semi-Furnished,9,2,Aundh Heights,2,No,5560500
Chennai,T Nagar,4,3,3972,9736,2,1952,1971,Villa,1,West,No,Semi-Furnished,3,4,T Nagar Residency,2,No,32136000
Delhi,Saket,4,4,3251,9821,2,1970,2008,Apartment,2,North,No,Furnished,2,1,Saket Residency,3,Yes,33040000
Chennai,Anna Nagar,3,2,2015,6626,1,1952,1996,Villa,2,South,Yes,Unfurnished,0,0,Anna Nagar Enclave,3,Yes,16470000
Pune,Hinjewadi,1,2,4284,6446,2,1995,1996,Villa,1,North,Yes,Semi-Furnished,7,0,Hinjewadi Heights,0,Yes,36639000
Pune,Kothrud,2,1,1982,9494,2,1970,2015,Villa,3,West,Yes,Furnished,10,2,Kothrud Enclave,1,Yes,17182000
Delhi,Vasant Kunj,4,1,2309,9197,2,1993,2010,Apartment,0,East,No,Unfurnished,6,2,Vasant Kunj Residency,1,No,23375000
Delhi,Rohini,4,4,3653,7461,3,1996,2025,Builder Floor,3,South,Yes,Unfurnished,8,0,Rohini Heights,2,No,36965000
Chennai,Velachery,4,1,3521,9790,1,1969,2025,Builder Floor,2,West,No,Unfurnished,8,2,Velachery Enclave,2,Yes,28498000
Bengaluru,HSR Layout,5,2,3609,7314,3,1976,2009,Independent House,2,West,Yes,Semi-Furnished,1,0,HSR Layout Enclave,3,Yes,32971000
Pune,Aundh,3,2,1060,9493,3,1989,2021,Villa,1,North,Yes,Unfurnished,9,2,Aundh Residency,2,No,9335000
Pune,Kothrud,1,3,2427,7613,3,1995,2001,Builder Floor,0,West,No,Unfurnished,0,3,Kothrud Enclave,1,Yes,20894500
Bengaluru,Indiranagar,3,2,3393,7700,3,1981,1986,Villa,1,East,No,Furnished,2,5,Indiranagar Villa,3,Yes,30977000
Mumbai,Andheri,4,2,4201,6010,2,1959,2005,Independent House,3,East,No,Unfurnished,6,3,Andheri Villa,3,Yes,50807000
Delhi,Lajpat Nagar,2,4,4049,5158,3,2015,2022,Builder Floor,1,West,No,Furnished,2,4,Lajpat Nagar Enclave,0,No,40845000
Mumbai,Andheri,3,3,629,9244,1,1965,1987,Villa,2,East,No,Semi-Furnished,0,1,Andheri Residency,3,Yes,7903000
Bengaluru,Indiranagar,2,2,4304,4371,1,2020,2021,Builder Floor,0,West,No,Unfurnished,4,4,Indiranagar Villa,2,No,38946000
Chennai,Perambur,2,2,4435,9698,2,2007,2020,Apartment,2,North,No,Semi-Furnished,3,3,Perambur Enclave,0,No,35680000
Bengaluru,Whitefield,2,1,4985,7565,3,1965,2005,Builder Floor,1,North,Yes,Semi-Furnished,8,0,Whitefield Heights,1,Yes,45145000
Bengaluru,Koramangala,2,4,993,9784,3,1991,2015,Builder Floor,3,North,No,Semi-Furnished,2,3,Koramangala Heights,2,No,9247000
Bengaluru,Whitefield,1,1,4738,6165,2,1968,1978,Villa,0,South,No,Semi-Furnished,10,1,Whitefield Heights,2,Yes,42842000
Mumbai,Andheri,3,4,1108,6401,1,2002,2011,Villa,3,North,Yes,Furnished,3,4,Andheri Residency,3,No,13731000
Mumbai,Juhu,1,3,4107,8688,2,1958,2018,Builder Floor,3,South,Yes,Semi-Furnished,8,4,Juhu Heights,1,Yes,49554000
Bengaluru,HSR Layout,4,4,987,9236,1,1968,1990,Apartment,1,West,No,Furnished,0,3,HSR Layout Enclave,1,Yes,9363000
Mumbai,Borivali,3,3,3414,6342,3,1977,2013,Villa,0,South,Yes,Semi-Furnished,1,3,Borivali Heights,1,No,41308000
Chennai,Velachery,5,3,3106,8359,2,2007,2014,Apartment,2,East,Yes,Semi-Furnished,9,2,Velachery Heights,1,Yes,25318000
Pune,Baner,1,1,1721,8540,3,2012,2023,Independent House,0,North,Yes,Unfurnished,7,5,Baner Heights,2,No,14823500
Pune,Viman Nagar,4,2,369,2463,2,1997,2025,Apartment,3,North,Yes,Unfurnished,0,2,Viman Nagar Enclave,1,Yes,3526500
Pune,Viman Nagar,2,2,4345,7368,1,1985,2015,Apartment,0,South,No,Furnished,4,4,Viman Nagar Villa,1,Yes,37252500
Pune,Aundh,5,2,835,2986,3,1958,1973,Villa,1,East,Yes,Unfurnished,0,5,Aundh Enclave,3,Yes,7587500
Chennai,T Nagar,3,4,3633,5927,1,2016,2022,Independent House,2,North,Yes,Furnished,4,3,T Nagar Villa,2,Yes,29534000
Chennai,Velachery,3,1,4984,5241,3,1978,2021,Independent House,0,South,Yes,Furnished,5,2,Velachery Heights,0,Yes,40262000
Chennai,Anna Nagar,1,3,2351,4425,1,2010,2016,Villa,0,East,Yes,Furnished,9,4,Anna Nagar Villa,0,No,19068000
Pune,Kothrud,1,1,573,6806,2,1958,1973,Builder Floor,3,North,No,Unfurnished,10,3,Kothrud Heights,0,Yes,5040500
Pune,Kothrud,3,4,3590,4425,3,2002,2008,Builder Floor,3,West,No,Semi-Furnished,9,4,Kothrud Heights,2,Yes,30925000
Chennai,Perambur,3,2,1184,2916,1,1958,1981,Apartment,2,East,No,Semi-Furnished,9,3,Perambur Residency,1,Yes,9767000
Mumbai,Andheri,2,3,3870,8123,3,1995,2013,Apartment,1,West,No,Unfurnished,5,2,Andheri Enclave,0,Yes,46740000
Mumbai,Bandra,5,1,3757,6623,1,1975,2014,Apartment,0,East,Yes,Unfurnished,7,5,Bandra Villa,2,No,45439000
Pune,Viman Nagar,4,3,1629,3396,2,1955,2017,Apartment,0,South,Yes,Semi-Furnished,9,1,Viman Nagar Residency,3,No,14246500
Chennai,Velachery,4,2,355,6349,1,1959,2003,Builder Floor,0,South,No,Semi-Furnished,3,5,Velachery Enclave,0,Yes,3170000
Delhi,Rohini,3,2,2093,9396,2,1972,1992,Apartment,1,South,Yes,Furnished,4,0,Rohini Heights,1,No,21295000
Mumbai,Juhu,2,3,4037,6054,2,1997,2017,Apartment,3,North,Yes,Furnished,2,1,Juhu Residency,3,No,48819000
Bengaluru,HSR Layout,4,2,678,3826,3,1987,1995,Villa,1,North,No,Furnished,8,4,HSR Layout Villa,1,Yes,6562000
Chennai,Perambur,1,2,4466,7695,3,2015,2019,Independent House,3,South,No,Unfurnished,5,4,Perambur Villa,3,No,35943000
Bengaluru,HSR Layout,4,1,1997,3845,1,2007,2013,Independent House,1,East,No,Semi-Furnished,9,1,HSR Layout Enclave,2,Yes,18303000
Delhi,Dwarka,3,4,4550,7480,1,2024,0,Independent House,2,West,No,Semi-Furnished,6,3,Dwarka Enclave,3,No,45835000
Bengaluru,MG Road,1,2,3918,5883,2,1959,2003,Builder Floor,2,North,No,Furnished,1,0,MG Road Heights,2,Yes,35567000
Pune,Hinjewadi,3,2,2997,5095,2,1985,1996,Apartment,2,North,No,Semi-Furnished,5,3,Hinjewadi Villa,0,No,25724500
Pune,Hinjewadi,4,2,2158,8133,3,1976,2005,Apartment,3,West,No,Furnished,5,1,Hinjewadi Villa,3,Yes,18833000
Chennai,Anna Nagar,5,1,3369,4557,3,1966,1984,Builder Floor,3,East,No,Furnished,6,3,Anna Nagar Villa,2,No,27397000
Pune,Kothrud,5,1,1439,4007,2,2022,2025,Independent House,3,South,No,Furnished,8,3,Kothrud Residency,3,Yes,12721500
Bengaluru,HSR Layout,4,3,1063,3921,1,2020,2020,Builder Floor,3,North,Yes,Furnished,1,3,HSR Layout Enclave,1,Yes,10042000
Bengaluru,HSR Layout,1,4,770,6859,3,1951,1971,Villa,3,West,Yes,Furnished,2,4,HSR Layout Villa,3,Yes,7355000
Chennai,Velachery,2,2,2837,6427,3,2010,2014,Villa,1,West,No,Furnished,0,1,Velachery Villa,0,No,22991000
Pune,Hinjewadi,5,3,4963,9034,2,2009,2009,Builder Floor,2,West,No,Unfurnished,4,3,Hinjewadi Residency,3,Yes,42660500
Delhi,Lajpat Nagar,4,4,3451,8900,1,2022,0,Independent House,0,South,Yes,Semi-Furnished,10,4,Lajpat Nagar Enclave,0,Yes,34925000
Chennai,Anna Nagar,5,1,3320,3996,1,2014,2025,Villa,3,West,Yes,Semi-Furnished,3,4,Anna Nagar Heights,3,Yes,26980000
Mumbai,Borivali,4,3,3571,5213,2,1954,1954,Villa,0,South,No,Unfurnished,7,3,Borivali Villa,0,Yes,43232000
Pune,Hinjewadi,4,2,4156,6492,1,1971,2023,Builder Floor,0,South,No,Furnished,8,5,Hinjewadi Villa,1,Yes,35746000
Mumbai,Juhu,2,4,3233,4740,1,1954,2021,Apartment,3,North,Yes,Semi-Furnished,4,3,Juhu Heights,0,Yes,39111000
Chennai,Velachery,2,3,2254,3942,1,1952,2004,Builder Floor,0,East,Yes,Unfurnished,10,0,Velachery Residency,0,Yes,18317000
Delhi,Dwarka,4,1,2979,5672,3,1974,2012,Apartment,3,West,Yes,Furnished,3,0,Dwarka Enclave,2,Yes,30260000
Mumbai,Borivali,3,1,3488,5280,2,1978,1981,Villa,2,North,Yes,Furnished,6,2,Borivali Villa,0,Yes,42226000
Bengaluru,Whitefield,5,3,3483,9086,3,1967,1987,Apartment,2,West,Yes,Semi-Furnished,0,4,Whitefield Villa,3,Yes,31867000
Pune,Aundh,1,2,473,2555,2,1980,2006,Apartment,0,North,Yes,Semi-Furnished,7,2,Aundh Residency,1,No,4210500
Delhi,Dwarka,2,4,2992,4141,2,1990,1991,Independent House,2,North,Yes,Unfurnished,5,2,Dwarka Residency,1,Yes,30270000
Delhi,Rohini,5,4,4571,7255,1,2006,2025,Builder Floor,0,West,Yes,Furnished,0,5,Rohini Residency,1,Yes,46265000
Mumbai,Bandra,5,2,2235,6441,1,2004,2017,Villa,1,South,Yes,Semi-Furnished,2,4,Bandra Residency,2,No,27205000
Pune,Baner,2,3,4241,4946,2,2000,2011,Apartment,3,West,No,Unfurnished,9,5,Baner Villa,1,No,36293500
Mumbai,Borivali,4,1,2759,7684,3,1969,2003,Apartment,2,West,No,Semi-Furnished,7,2,Borivali Villa,3,Yes,33493000
Bengaluru,Koramangala,4,2,1567,4723,1,1951,2014,Villa,3,West,No,Semi-Furnished,5,3,Koramangala Villa,2,Yes,14463000
Chennai,T Nagar,1,4,4933,6313,1,2005,2012,Villa,3,East,Yes,Unfurnished,6,3,T Nagar Residency,1,No,39694000
Mumbai,Juhu,1,2,2440,7449,2,1968,1983,Apartment,1,North,Yes,Furnished,10,5,Juhu Villa,3,Yes,29625000
Pune,Hinjewadi,4,2,3796,5917,3,1988,2019,Independent House,2,West,Yes,Furnished,10,4,Hinjewadi Enclave,1,No,32701000
Delhi,Vasant Kunj,3,1,1679,9785,1,1962,1969,Independent House,3,East,No,Furnished,2,2,Vasant Kunj Residency,1,Yes,17130000
Chennai,Velachery,5,1,3991,8686,1,1973,1984,Builder Floor,1,South,No,Semi-Furnished,7,5,Velachery Heights,1,Yes,32293000
Bengaluru,Whitefield,4,1,2567,3143,2,1953,1982,Independent House,3,North,Yes,Furnished,4,0,Whitefield Heights,0,Yes,23523000
Pune,Kothrud,4,3,4280,8206,2,2004,2013,Villa,2,East,Yes,Semi-Furnished,10,3,Kothrud Villa,0,No,36735000
Bengaluru,Whitefield,1,4,3591,9582,1,1953,1967,Villa,1,East,No,Unfurnished,10,5,Whitefield Villa,3,Yes,32604000
Mumbai,Juhu,1,3,674,6057,3,2006,2012,Independent House,3,North,No,Semi-Furnished,7,5,Juhu Heights,3,No,8333000
Pune,Hinjewadi,2,1,1347,9555,1,1988,2022,Independent House,1,West,Yes,Semi-Furnished,10,4,Hinjewadi Residency,1,Yes,11689500
Delhi,Dwarka,1,4,539,3214,2,1999,2022,Villa,1,East,No,Unfurnished,1,5,Dwarka Residency,3,Yes,5695000
Bengaluru,Koramangala,5,1,3111,6249,3,1998,2017,Independent House,1,South,No,Furnished,4,0,Koramangala Heights,0,No,28414000
Pune,Hinjewadi,1,3,1343,6527,2,2023,0,Villa,0,South,No,Semi-Furnished,5,2,Hinjewadi Residency,1,Yes,11660500
Chennai,T Nagar,5,4,2888,4123,2,1978,2008,Independent House,1,East,Yes,Unfurnished,10,5,T Nagar Heights,2,No,23569000
Pune,Kothrud,3,4,2067,6172,2,1998,1998,Villa,1,South,Yes,Unfurnished,0,1,Kothrud Villa,3,No,17949500
Delhi,Dwarka,5,4,3064,6574,3,2010,2020,Independent House,3,North,No,Semi-Furnished,3,5,Dwarka Villa,0,Yes,31120000
Bengaluru,HSR Layout,1,3,4048,9460,1,2023,2023,Independent House,3,East,Yes,Furnished,3,5,HSR Layout Residency,0,No,36692000
Pune,Kothrud,2,4,3798,9414,1,1957,1968,Villa,3,South,Yes,Furnished,8,5,Kothrud Enclave,3,Yes,32718000
Chennai,Velachery,1,1,2273,5572,2,1988,2025,Apartment,3,North,No,Unfurnished,6,2,Velachery Villa,2,Yes,18384000
Mumbai,Andheri,1,1,4307,9611,3,2015,2017,Builder Floor,3,East,Yes,Unfurnished,2,3,Andheri Villa,3,No,51894000
Pune,Hinjewadi,1,3,820,9676,1,2001,2022,Builder Floor,3,West,Yes,Unfurnished,9,4,Hinjewadi Heights,1,Yes,7220000
Delhi,Lajpat Nagar,2,1,4844,8557,2,1965,1966,Apartment,1,South,Yes,Unfurnished,4,0,Lajpat Nagar Heights,0,No,48635000
Bengaluru,HSR Layout,2,4,300,4418,2,1955,2020,Villa,3,South,No,Unfurnished,5,4,HSR Layout Enclave,1,Yes,3025000
Mumbai,Bandra,1,2,1460,6420,1,1967,2004,Apartment,2,East,Yes,Unfurnished,9,3,Bandra Heights,2,No,17705000
Chennai,Velachery,4,4,982,5196,3,2004,2025,Apartment,1,North,No,Unfurnished,10,1,Velachery Enclave,1,No,8251000
Delhi,Saket,4,4,512,4617,1,1984,1990,Builder Floor,3,North,No,Unfurnished,1,2,Saket Enclave,2,Yes,5540000
Delhi,Saket,1,1,3389,5259,2,1963,1977,Apartment,2,West,Yes,Unfurnished,5,5,Saket Enclave,2,Yes,34115000
Mumbai,Bandra,3,4,1780,4657,3,2018,2025,Independent House,3,South,No,Furnished,10,4,Bandra Residency,1,Yes,21830000
Chennai,Perambur,3,1,3332,9177,1,2003,2024,Independent House,1,West,No,Semi-Furnished,8,2,Perambur Enclave,3,Yes,26951000
Bengaluru,Whitefield,3,4,2861,9835,1,1960,1968,Apartment,0,South,Yes,Furnished,4,4,Whitefield Villa,0,No,26139000
Pune,Hinjewadi,4,4,4518,8929,3,1965,1989,Builder Floor,1,North,No,Unfurnished,8,5,Hinjewadi Enclave,1,Yes,38848000
Pune,Baner,2,2,1732,3012,2,1967,1998,Villa,0,West,No,Semi-Furnished,2,2,Baner Heights,2,Yes,15002000
Pune,Kothrud,3,3,4257,6711,2,1977,0,Independent House,1,East,Yes,Semi-Furnished,9,3,Kothrud Heights,2,Yes,36569500
Pune,Baner,3,3,3199,4126,1,1994,2004,Independent House,2,North,Yes,Semi-Furnished,7,1,Baner Heights,1,No,27491500
Mumbai,Borivali,1,2,2349,4251,2,2000,2010,Villa,2,West,Yes,Unfurnished,4,0,Borivali Villa,3,Yes,28458000
Delhi,Saket,4,1,3242,9101,1,1964,1975,Villa,0,South,No,Semi-Furnished,5,0,Saket Residency,1,No,32685000
Bengaluru,Whitefield,4,4,4806,8915,3,1966,1985,Independent House,3,South,Yes,Furnished,0,1,Whitefield Residency,2,Yes,43814000
Delhi,Dwarka,3,4,365,7531,2,1987,2004,Independent House,0,West,Yes,Unfurnished,2,5,Dwarka Residency,1,No,4000000
Mumbai,Juhu,2,4,1925,5857,3,1963,1985,Apartment,1,South,Yes,Furnished,6,0,Juhu Enclave,1,Yes,23545000
Chennai,T Nagar,5,2,1044,1928,2,2002,2017,Villa,1,South,No,Semi-Furnished,7,0,T Nagar Villa,0,No,8702000
Mumbai,Juhu,3,3,3175,9054,2,1981,2000,Builder Floor,1,North,Yes,Furnished,10,5,Juhu Enclave,1,No,38495000
Chennai,Adyar,5,1,3829,5393,2,2012,2016,Villa,2,North,Yes,Unfurnished,0,5,Adyar Residency,2,No,31007000
Bengaluru,HSR Layout,5,3,2251,7627,2,1976,2012,Independent House,0,North,Yes,Unfurnished,9,0,HSR Layout Heights,1,Yes,20729000
Chennai,T Nagar,1,3,2769,8761,2,1975,2008,Apartment,0,South,Yes,Semi-Furnished,8,5,T Nagar Enclave,2,No,22387000
Chennai,T Nagar,4,1,4255,7737,3,2014,2025,Builder Floor,1,East,Yes,Semi-Furnished,0,4,T Nagar Heights,1,No,34370000
Chennai,Perambur,5,1,1655,8877,3,1999,2015,Independent House,3,East,Yes,Furnished,0,1,Perambur Residency,0,No,13680000
Pune,Aundh,3,3,2104,4581,3,1984,2018,Builder Floor,1,South,Yes,Unfurnished,3,2,Aundh Heights,1,No,18224000
Delhi,Saket,1,2,2020,6449,1,1950,1993,Villa,2,North,No,Unfurnished,2,3,Saket Enclave,2,Yes,20410000
Mumbai,Juhu,2,3,1747,5991,1,2018,2018,Independent House,2,South,No,Furnished,5,2,Juhu Residency,3,Yes,21344000
Chennai,Velachery,4,3,1515,9413,1,2013,2014,Independent House,1,South,Yes,Unfurnished,7,5,Velachery Residency,2,Yes,12535000
Bengaluru,Koramangala,2,4,1838,2456,1,1959,2012,Apartment,3,West,Yes,Unfurnished,8,1,Koramangala Heights,0,No,16807000
Chennai,T Nagar,1,1,658,2873,1,1960,1993,Apartment,0,North,Yes,Unfurnished,5,5,T Nagar Heights,1,Yes,5454000
Chennai,Perambur,4,2,2818,5585,2,1969,1983,Builder Floor,2,North,Yes,Furnished,1,4,Perambur Enclave,0,No,22944000
Delhi,Dwarka,2,1,2156,5705,2,1968,1989,Villa,1,West,Yes,Semi-Furnished,2,0,Dwarka Residency,0,No,21755000
Bengaluru,Whitefield,5,3,1269,7225,1,1955,1973,Apartment,3,East,Yes,Unfurnished,6,1,Whitefield Enclave,2,No,11836000
Mumbai,Juhu,4,3,2474,9165,3,1959,0,Apartment,1,East,Yes,Semi-Furnished,7,5,Juhu Villa,0,Yes,30113000
Pune,Baner,3,2,1040,6382,1,1973,2021,Independent House,2,East,No,Semi-Furnished,7,5,Baner Villa,2,Yes,9150000
Delhi,Vasant Kunj,4,4,4713,9135,2,2018,2025,Apartment,3,North,No,Unfurnished,9,5,Vasant Kunj Residency,0,Yes,47540000
Bengaluru,Whitefield,2,1,3268,7892,2,1967,2024,Builder Floor,0,East,No,Furnished,4,3,Whitefield Residency,3,Yes,29752000
Delhi,Rohini,1,2,1260,3654,2,1953,2006,Villa,0,North,Yes,Semi-Furnished,9,1,Rohini Heights,1,No,12790000
Delhi,Dwarka,2,1,402,9777,2,1969,2016,Apartment,3,South,No,Semi-Furnished,6,5,Dwarka Enclave,3,Yes,4285000
Bengaluru,Whitefield,2,1,563,3456,3,1970,0,Independent House,3,West,No,Unfurnished,8,2,Whitefield Residency,3,Yes,5352000
Bengaluru,Whitefield,5,4,1325,4846,2,1957,1984,Independent House,1,North,No,Semi-Furnished,5,5,Whitefield Villa,3,Yes,12430000
Mumbai,Juhu,4,2,2511,3449,1,1959,2004,Villa,0,South,No,Furnished,8,0,Juhu Heights,1,Yes,30552000
Bengaluru,Koramangala,5,2,565,4552,2,1960,1964,Independent House,0,North,No,Furnished,4,0,Koramangala Enclave,2,No,5540000
Pune,Hinjewadi,3,4,3215,4326,3,1962,2003,Independent House,0,South,Yes,Unfurnished,6,3,Hinjewadi Heights,2,Yes,27762500
Delhi,Vasant Kunj,1,1,2197,9492,1,1968,2016,Apartment,2,West,Yes,Semi-Furnished,4,2,Vasant Kunj Villa,0,No,22095000
Delhi,Rohini,5,1,1548,9749,1,1951,1968,Villa,0,West,Yes,Semi-Furnished,5,1,Rohini Enclave,1,Yes,15870000
Bengaluru,HSR Layout,3,3,1030,2245,1,2008,2015,Independent House,2,West,Yes,Furnished,9,3,HSR Layout Heights,2,No,9660000
Chennai,Anna Nagar,5,2,3911,6965,3,1990,2012,Builder Floor,3,West,No,Unfurnished,0,4,Anna Nagar Heights,1,Yes,31723000
Delhi,Dwarka,3,4,1596,8187,1,1978,2001,Independent House,0,East,No,Semi-Furnished,10,4,Dwarka Villa,0,Yes,16300000
Delhi,Dwarka,4,4,1934,5273,2,1958,1997,Villa,3,South,No,Furnished,4,3,Dwarka Heights,1,No,19790000
Delhi,Rohini,3,1,3415,3976,2,2005,2019,Apartment,0,South,Yes,Unfurnished,6,2,Rohini Enclave,1,Yes,34460000
Delhi,Dwarka,3,4,969,5906,3,2007,2019,Apartment,2,South,Yes,Furnished,6,2,Dwarka Enclave,1,Yes,10185000
Bengaluru,MG Road,4,4,4686,6052,3,2005,2015,Independent House,0,South,Yes,Unfurnished,10,4,MG Road Residency,2,No,42609000
Mumbai,Bandra,4,2,4391,7033,1,2002,2009,Builder Floor,3,South,No,Unfurnished,9,0,Bandra Heights,1,Yes,53037000
Chennai,Perambur,2,4,2070,4971,1,1974,2016,Builder Floor,2,East,Yes,Semi-Furnished,4,4,Perambur Heights,3,No,16870000
Chennai,Anna Nagar,3,3,4743,8281,3,1992,1998,Apartment,3,West,No,Furnished,8,4,Anna Nagar Residency,3,No,38364000
Bengaluru,MG Road,3,1,1017,2767,1,1952,2003,Builder Floor,3,North,No,Unfurnished,9,0,MG Road Enclave,3,Yes,9448000
Delhi,Vasant Kunj,5,4,1237,4491,2,1965,1986,Independent House,3,West,Yes,Semi-Furnished,3,4,Vasant Kunj Enclave,2,No,12835000
Bengaluru,MG Road,2,1,3696,4013,1,1953,1971,Villa,2,East,Yes,Unfurnished,6,1,MG Road Villa,1,No,33454000
Mumbai,Powai,4,2,3498,9512,1,2001,2010,Apartment,3,South,Yes,Unfurnished,2,4,Powai Heights,3,No,42326000
Pune,Hinjewadi,3,2,1063,2641,1,2005,0,Apartment,0,North,No,Furnished,2,3,Hinjewadi Enclave,1,Yes,9405500
Delhi,Saket,2,2,3397,9758,2,1956,1990,Builder Floor,1,North,Yes,Furnished,7,4,Saket Heights,0,Yes,34320000
Bengaluru,Indiranagar,2,1,933,9080,2,1976,2000,Builder Floor,3,North,No,Furnished,7,5,Indiranagar Heights,1,No,8657000
Chennai,Adyar,4,2,1772,4269,1,1972,2013,Builder Floor,0,East,No,Semi-Furnished,9,4,Adyar Heights,1,No,14471000
Mumbai,Bandra,5,1,4690,4928,3,2015,2016,Apartment,2,North,Yes,Furnished,5,1,Bandra Residency,0,Yes,56770000
Bengaluru,Indiranagar,4,2,1053,6813,3,2020,2024,Villa,3,West,No,Unfurnished,6,1,Indiranagar Enclave,1,Yes,9862000
Bengaluru,MG Road,1,3,1657,5079,3,2012,2017,Independent House,3,East,No,Unfurnished,1,4,MG Road Villa,3,Yes,15208000
Pune,Viman Nagar,3,1,3981,5401,1,2015,2018,Independent House,2,East,No,Furnished,1,1,Viman Nagar Enclave,3,Yes,34208500
Bengaluru,Koramangala,1,2,3344,6441,1,1990,1996,Builder Floor,2,North,No,Furnished,7,4,Koramangala Enclave,1,Yes,30366000
Chennai,Adyar,5,2,4619,6450,1,2021,2022,Builder Floor,3,West,No,Semi-Furnished,3,1,Adyar Heights,3,No,37327000
Mumbai,Juhu,4,1,1316,8784,1,1991,2014,Apartment,0,East,Yes,Unfurnished,9,0,Juhu Villa,2,Yes,16147000
Chennai,T Nagar,5,1,3063,8395,1,1958,2017,Builder Floor,3,East,No,Semi-Furnished,5,3,T Nagar Heights,2,No,24834000
Pune,Kothrud,4,3,4023,8114,3,1965,2017,Villa,0,North,Yes,Furnished,0,1,Kothrud Heights,2,No,34675500
Delhi,Rohini,1,2,3321,7774,1,1956,1988,Builder Floor,0,North,No,Furnished,4,2,Rohini Villa,2,Yes,33495000
Delhi,Lajpat Nagar,4,1,1334,6615,1,2024,2024,Independent House,0,South,No,Unfurnished,7,2,Lajpat Nagar Enclave,3,Yes,13685000
Mumbai,Juhu,3,1,3191,7816,1,1976,2019,Builder Floor,0,West,Yes,Furnished,0,5,Juhu Residency,3,No,38637000
Delhi,Vasant Kunj,1,3,2009,8727,3,2017,2024,Villa,2,West,Yes,Unfurnished,1,1,Vasant Kunj Residency,2,No,20345000
Chennai,Perambur,5,2,3578,5167,1,1985,2011,Apartment,2,North,Yes,Semi-Furnished,1,5,Perambur Heights,1,Yes,29044000
Chennai,Velachery,3,1,4201,9673,3,2007,2017,Villa,0,North,No,Semi-Furnished,3,1,Velachery Villa,3,No,33893000
